Marital_status,Course,Previous_qualification,Nacionality,Mothers_occupation,Fathers_occupation,Daytime_evening_attendance,Gender,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Application_order,Enrolled,Status
Single,Veterinary Nursing,Technological specialization course,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,6,6,14.142857142857142,6,6,13.0,1,False,Graduate
Single,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Other administrative support staff,"Office workers, secretaries in general and data processing operators",Evening,Female,Yes,Yes,Yes,6,6,11.833333333333334,6,4,13.75,1,False,Graduate
Single,Communication Design,Secondary education,Portuguese,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,Yes,6,6,12.666666666666666,6,6,13.0,1,False,Graduate
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,6,6,12.5,6,6,12.666666666666666,1,False,Graduate
Single,Social Service,Secondary education,Guinean,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,Yes,No,No,11,9,10.88888888888889,10,4,11.25,5,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Student,Daytime,Female,No,Yes,No,6,1,13.0,5,0,0.0,2,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Office workers, secretaries in general and data processing operators","Hotel, catering, trade and other services directors",Daytime,Female,No,Yes,No,6,6,15.166666666666666,6,6,16.0,1,False,Graduate
Single,Basic Education,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,6,6,12.666666666666666,6,6,12.0,2,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Facto Union,Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,5,5,12.0,5,5,10.2,1,True,Graduate
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,No,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,Yes,Yes,0,0,0.0,0,0,0.0,1,False,Graduate
Married,Management,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,2,11.0,5,4,11.5,1,False,Dropout
Single,Agronomy,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Male,No,Yes,No,6,6,15.714285714285714,6,6,15.9,1,False,Dropout
Single,Management,Secondary education,Portuguese,Student,Student,Daytime,Male,No,Yes,No,15,11,10.818181818181818,14,11,11.636363636363637,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,No,No,5,1,12.0,5,0,0.0,1,False,Dropout
Facto Union,Social Service,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Male,No,Yes,No,6,5,12.6,6,4,11.25,1,False,Graduate
Single,Equinculture,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,5,1,13.0,5,3,14.0,1,True,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Male,No,Yes,No,5,5,11.6,5,4,10.75,6,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,Yes,No,No,5,1,10.0,5,1,11.0,5,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,1,14.0,6,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,Yes,5,5,12.6,5,2,12.5,5,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Male,No,No,No,5,2,11.333333333333334,5,1,12.0,1,False,Dropout
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,6,6,12.666666666666666,6,5,11.4,1,False,Graduate
Single,Tourism,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Male,No,Yes,No,6,5,10.8,6,2,10.5,1,True,Dropout
Single,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Daytime,Male,No,Yes,No,7,5,12.87857142857143,8,7,11.85625,1,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,6,6,12.833333333333334,6,5,11.4,3,True,Graduate
Single,Management,Secondary education,Portuguese,,,Daytime,Male,Yes,Yes,Yes,5,5,12.6,5,3,12.833333333333334,1,True,Dropout
Single,Management,Secondary education,Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Daytime,Male,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,6,6,14.166666666666666,6,6,14.0,2,False,Graduate
Single,Management,Secondary education,Portuguese,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Male,No,Yes,No,5,5,13.4,5,4,13.25,1,False,Dropout
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,Yes,5,5,11.2,5,4,11.25,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,3,False,Graduate
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Male,Yes,No,No,6,6,12.666666666666666,6,5,11.8,4,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,3,12.333333333333334,5,4,11.25,2,False,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,personal service workers,personal service workers,Daytime,Male,No,Yes,No,5,4,12.25,5,5,12.0,4,False,Graduate
Single,Animation and Multimedia Design ,Technological specialization course,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,Yes,Yes,Yes,0,0,0.0,0,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,3,10.75,5,3,10.333333333333334,1,False,Dropout
Single,Biofuel Production Technologies,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,7,0,0.0,7,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Other : 11th year of schooling,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Male,Yes,No,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,2,14.333333333333334,5,2,12.5,2,True,Dropout
Single,Equinculture,Technological specialization course,Portuguese,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,Daytime,Male,No,Yes,No,5,2,11.5,5,2,11.5,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,3,False,Graduate
Single,Management,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,2,10.5,5,0,0.0,1,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,Daytime,Male,No,Yes,No,6,6,13.5,6,0,0.0,1,False,Dropout
Single,Agronomy,Secondary education,Portuguese,Other administrative support staff,teachers,Daytime,Male,No,Yes,No,6,1,11.0,6,0,0.0,1,True,Dropout
Facto Union,Communication Design,Higher education : degree,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,No,No,6,1,10.0,6,0,0.0,1,False,Dropout
Single,Agronomy,Other : 11th year of schooling,Portuguese,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Male,Yes,Yes,No,5,1,12.0,5,3,10.666666666666666,2,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,5,4,12.25,5,5,12.2,2,False,Dropout
Single,Agronomy,Technological specialization course,Portuguese,Intermediate Level Technicians and Professions,Armed Forces Professions,Daytime,Male,No,Yes,No,10,5,11.4,7,6,11.666666666666666,1,False,Dropout
Single,Management (evening attendance),Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Evening,Male,No,No,No,5,0,0.0,5,0,0.0,2,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,6,4,14.25,6,5,14.0,6,False,Graduate
Single,Social Service (evening attendance),Higher education : bachelor's degree,Portuguese,Unskilled Workers,Armed Forces Professions,Evening,Male,No,Yes,No,12,11,14.454545454545457,11,10,14.2,1,False,Graduate
Single,Agronomy,Secondary education,Portuguese,Administrative staff,Installation and Machine Operators and Assembly Workers,Daytime,Male,Yes,Yes,No,12,12,14.538461538461538,12,12,14.461538461538462,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,7,6,12.733333333333334,8,7,11.95,1,False,Graduate
Single,Communication Design,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,12,5,13.2,12,4,13.5,1,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Male,No,Yes,No,0,0,0.0,0,0,0.0,3,False,Graduate
Married,Social Service,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,Yes,6,6,12.333333333333334,6,4,12.75,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Male,No,Yes,No,9,5,11.2,9,7,11.25,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,No,7,6,13.2,7,6,13.2,2,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Male,No,Yes,Yes,5,5,11.833333333333334,5,4,14.0,1,True,Graduate
Single,Tourism,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Administrative staff,Daytime,Male,No,Yes,No,6,5,11.333333333333334,6,2,11.5,1,True,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,No,5,5,13.6,5,5,14.6,4,False,Graduate
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Male,No,Yes,No,5,0,0.0,5,2,11.5,3,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Armed Forces Professions,Daytime,Male,No,Yes,No,6,5,12.857142857142858,6,5,13.666666666666666,1,False,Dropout
Single,Informatics Engineering,Secondary education,Portuguese,Unskilled Workers,Intermediate Level Technicians and Professions,Daytime,Male,No,Yes,Yes,5,3,14.333333333333334,5,5,12.428571428571429,1,True,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,Daytime,Female,No,Yes,Yes,6,5,13.5,6,6,14.0,1,False,Graduate
Single,Veterinary Nursing,Higher education : degree (1st cycle),Portuguese,Administrative staff,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,6,6,14.428571428571429,6,4,15.6,1,True,Graduate
Single,Basic Education,Secondary education,Portuguese,Administrative staff,Student,Daytime,Female,No,Yes,No,6,0,0.0,6,0,0.0,3,False,Dropout
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Administrative staff,Intermediate Level Technicians and Professions,Daytime,Female,No,No,No,0,0,0.0,0,0,0.0,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,8,8,12.82875,8,8,12.82875,1,False,Graduate
Single,Equinculture,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,5,0,0.0,5,4,13.75,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,Yes,Yes,No,7,0,0.0,8,0,0.0,3,False,Dropout
